timestamp_iso,workspace_root,scope,file_path,reason
"2026-07-03T14:47:31.531299+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","user","C:\Users\d-dobson\.codex\memories\user-learning.md","startup user-level memory for mojibake audit"
"2026-07-03T14:47:31.531299+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\04. Projects\code\PROGOS\user-learning-mirror.md","startup mirror memory for mojibake audit"
"2026-07-03T14:47:31.531299+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\project-learning.md","startup project memory for mojibake audit"
"2026-07-03T14:47:31.531299+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\project-journal.md","startup project journal for mojibake audit"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","user","C:\Users\d-dobson\.codex\AGENTS.md","session startup bootstrap instructions"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\AGENTS.md","session startup project instructions"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","user","C:\Users\d-dobson\.codex\memories\user-learning.md","session startup user-level memory"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\user-learning-mirror.md","session startup portable user memory"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\project-learning.md","session startup project memory"
"2026-07-03T15:14:01.7719843+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS","project","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\PROGOS\project-journal.md","session startup project journal"
